keShi,jianJie,mingCheng
眼科,"
	色觉是视觉功能的一个基本而重要的组成部分，是人类视网膜锥细胞的特殊感觉功能。正常人视觉器官能辨识波长380-760um的可见光，由紫、蓝、青、绿、黄、橙、红7色组成。色觉障碍包括和色弱两大类。色盲是指辨色能力消失，色弱是指对颜色辨认能力降低。者在择业方面受到一定限制。如从事交通运输、冶炼、美术、化工、织染、医学等，都必须有正常色觉。因此色觉检查已作为体格检查的常规项目。",色觉异常
眼科,"
	根据三原色学说，丧失一种颜色的辨色力称为二色视，丧失红色辨色力称为。这种人光谱红色一端缩短，对光谱的红色敏感度降低，而把它看成暗色，他开车闯红灯，常是因为红光对他不够明亮。丧失绿色辨色力称为。黄蓝色盲较少。丧失两种颜色的辨色力称为一色视，亦称全色盲，只有明暗之分。全色盲可分为典型性和型性。",色觉丧失
普外科,"
	肌腱：每一块骨骼肌都分成肌腹和肌腱两部分，肌腹由肌纤维构成，色红质软，有收缩能力，肌腱由致密结缔组织构成，色白较硬，没有收缩能力。肌腱把骨骼肌附着于骨骼。长肌的肌腱多呈圆索状，阔肌的肌腱阔而薄，呈膜状，又叫腱膜。肌腱断裂：致密结缔组织断裂。本病主要是由于外伤性因素引起，平时应注意生产生活安全，尤其活动前应做准备运动，另外对受伤的患者，应注意患者的调理。",肌腱断裂
中医理疗科,"
	肌腱端是韧带、肌腱、关节囊附着到骨上的终端。是的常见症状之一。表现为肌腱在骨骼附着点局部的疼痛及压痛。以跟腱、足底肌腱、髌腱附着点及脊柱旁最易受累。重症患者可因局部疼痛使活动受限或出现肌肉失用性萎缩。",肌腱端炎
神经内科,"
	肌肉发育不良是一组肌肉疾病，多见于骨骼肌疾病，主要包括周期性瘫痪、多发性肌炎、进行性肌营养不良症、强直性肌营养不良症和线粒体肌病。",肌肉发育不良
神经内科,"
	肢体因受伤等原因需要长期制动，这必然导致而且肌萎缩的程度随着时间推进呈现逐渐加重趋势。这对伤愈后患者功能的康复造成严重的影响。原因不清，有把它归入下运动N元病变以上的抑制引起，但可能与肌肉的长期不运动密切有关。是肢体在制动、固定及失重状态下发生的生理、生化、形态学及功能的变化，表现为肌纤维由慢速型(1型)向快速型(2型)的转变、肌肉蛋白合成代谢减弱、分解代谢增强、肌蛋白丢失、肌质量的减少、肌纤维横截面积的减少、毛细血管容量下降、血液供应减少。",肌肉的失用性萎缩
普外科,"
	：由钝性物体直接作用于身体软组织而发生的非。棒打、车撞、马踢、跌倒是最常见的原因。头部、关节、胸壁、骨盆部和腰荐部等为多发部位。临床症状差别很大。轻度挫伤一般为毛细血管溢血，毛细淋巴管流出的淋巴液积聚于肌肉和结缔组织之间，造成 肿胀，疼痛明显。重度挫伤则可引起血肿甚至休克。部位不同的挫伤可引起不同的机能障碍，如关节挫伤可在运动时出现明显疼痛，胸壁挫伤可出现血胸甚至骨折、 并发休克和心肺功能异常等。",肌肉挫伤
普外科,"
	肌肉发生出血是因为被牵拉过度或者受到了直接打击，造成肌肉纤维撕裂，血管破裂，而渗出血管外，引发肌肉内出血。属于软组织损伤的范畴。肌肉出血是血友病的临床表现。血友病是一组先天性凝血因子缺乏，以致出血性疾病。先天性因子Ⅷ缺乏为典型的性联隐性遗传，由女性传递，男性发病，控制因子Ⅷ凝血成分合成的基因位于X染色体。",肌肉出血
普外科,"
	吻合术后出现是常见的，特别是手常手背部的伤口尤其容易出现。这种情况下，宜先观察和煅炼，经验表明，经过一段时间煅炼后，大部分粘连的病人会恢复。肌腱属于软组织，断裂后，其再生能力弱，自身很难修复愈合，单靠静养恢复或是用一些活血化瘀药物是很难达到治愈目的。肌腱粘连后手腕脚腕屈伸疼痛，严重影响其功能。",肌腱粘连
普外科,"
	肌腱是软组织的一种。软组织是指人体的皮肤，皮下组织，肌肉，肌腱，韧带，关节囊，滑膜囊，神经，血管等。扭伤指四肢关节或躯体的软组织损伤，如肌肉、肌腱、韧带、血管等扭伤，而无骨折、脱臼、皮肉破损的证候。多由剧烈运动或负重不当，或不慎跌仆、外伤、牵拉和过度扭转等原因，引起肌腱痉挛、撕裂、瘀血肿胀，以致气血壅滞局部而成。",肌腱扭伤
普外科,"
	是长在肌腱部位囊状的良性包块，其内容物的性质是液态的。一般发展缓慢，除局部肿块外，很少有症状，偶尔局部酸痛。可以是受伤、过份劳损(尤其见于手及手指)、骨关节炎、一些免疫疾病，甚至是感染也有可能引起。当局部劳作过度，积劳伤筋，或受寒凉，气血凝滞，气血不能濡养经筋而发病。腕背侧、掌侧或足背等处出现半球形、表面光滑、张力较大的囊性肿块。",肌腱囊肿
普外科,"
	是指一般肌肉或者肌腱活动过渡受到损伤。这些损伤一般发生在你的身体和超过它所负担的强度时。最容易受拉伤的两处是：大腿后面(腘绳肌)、大腿内侧(内收肌)。腘绳肌拉伤的主要症状是当你伸直腿的时候，腿部和背部会有尖锐的疼痛。内收肌拉伤的主要症状是当你想向外侧抬腿时，大腿内侧会有尖锐的疼痛。肌肉拉伤之后在头两天之内应该冷敷，两天之后可以按摩和热敷，并慢慢开始恢复运动和拉伸。在运动和拉伸之前一定要热身。",肌腱拉伤
普外科,"
	在体育运动中，由于准备活动不当，某部肌肉的生理机能尚未达到适应运动所需的状态，训练水平不够，肌肉的弹性和力量较差，疲劳或过度负荷，使肌肉的机能下降，力量减弱，协调性降低，错误的技术动作或运动时注意力不集中，动作过猛或粗暴，气温过低湿度太大，场地或器械的质量不良等引起的肌肉拉伤。",肌肉撕裂
其他综合,"
	挛缩亦称为痉挛，就是说肌肉痉挛症状。肌肉挛缩是指肌肉及肌肉所在部位的筋膜纤维变性、挛缩，引关节功能受限所表现的特有步态、体征的临床症候群。肌肉挛缩可见挛缩部位的体位畸形，关节周围严重的疼痛、皮肤上出现凹陷、四肢关节的外展内屈受限等症状。
	以下介绍两种小儿可发生的肌肉挛缩症：
	前臂肌肉挛缩：肌肉缺血性挛缩通常起病快。外伤后特别是儿童髁上骨折后，患肢持续性剧痛，桡动脉搏动明显减弱或消失，手指呈屈曲状，被动伸直时疼痛加剧。另外肢体远端出现肿胀、发凉、紫绀、感觉迟钝或丧失。在这些症状中以动脉搏动消失和被动伸直手指引起剧痛是诊断的主要依据。
	臀肌挛缩症：本病常为双侧性，单侧少见，亦有报道男多于女。",肌肉挛缩
普外科,"
	肌肉被动强烈的收缩或被动过度的拉长所造成的肌肉微细损伤、肌肉部分撕裂或完全断裂，称为肌肉拉伤。这是最常见的运动损伤之一。
	
	肌肉拉伤是肌肉在运动中急剧收缩或过度牵拉引起的损伤。这在长蹍、引体向上和仰卧起坐练习时容易发生。肌肉拉伤后，拉伤部位剧痛，用手可摸到肌肉紧张形成的索条状硬块，触疼明显，局部肿胀或皮下出血，活动明显受到限制。
	
	肌肉拉伤后，要立即进行冷处理，用冷水冲局部或用毛巾包裹冰决冷敷，然后用绷带适当用力包裹损伤部位，防止肿胀。在放松损伤部位肌肉并抬高伤肢的同时，可服用一些止疼、止血类药物。",肌肉拉伤
中医理疗科,"
	是由于肌肉痉挛所引起的疼痛，肌肉痉挛俗称，是肌肉发生持续不自主的强直收缩或坚硬或隆起，剧烈疼痛，且一时不易缓解等。在体育活动中大量排汗使体内电解质丢失时，最易发生痉挛的肌肉是小腿腓肠肌，其次是足底的屈拇肌和屈趾肌；运动时肌肉收缩与放松的协调关系遭到破坏；在寒冷的环境中或局部肌肉疲劳或有微细损伤时，都可引起肌肉痉挛。",肌肉痉挛性疼痛
中医理疗科,"
	肌肉紧张性疼痛是神经衰弱的一种临床表现。神经衰弱是一种以脑和躯体功能衰弱为主的神经症。以精神易兴奋却又易疲劳为特征，常伴有紧张、烦恼、易激惹等情绪症状及肌肉紧张性疼痛、睡眠障碍等生理功能紊乱症状。神经系统功能过度紧张，长期心理冲突和精神创伤引起负性情感体验，生活无规律，过分疲劳得不到充分休息等都可以成本病起因。",肌肉紧张性疼痛
其他综合,"
	属于症的一种类型。肌营养不良症主要是由于遗传因素引起的肌肉变性疾病，另外，除遗传因素外，患者自身基因突变也可导致本病发生。临床以进行性的为主要临床表现。目前虽然很多学者对肌营养不良症的病因及发病机理进行了探索，但至今仍不清楚。假肥大型(DMD)的可能发病机制为位于XpZI的抗Dystrophin基因第 50、5号外显子编码的缺陷。面肩肱型肌营养不良症的基因定位于4935，肢带型肌营养不良症的基因定位于第15或16号染色体上。",肌肉假肥大
普外科,"
	是指肌肉在受到外力过度挤压，或者受到其他因素的影响而导致肌肉失去吸收营养的能力，导致肌肉感染，腐烂，最终逐渐坏死的情况。一般表现为肌肉坏死部位疼痛，，红肿，发热等一系列炎性反应的表现。还可能出现功能障碍的现象。",肌肉坏死
内分泌科,"
	周身，大鱼际、股四头肌、腓肠肌等均可引起叩击性肌强直。肌强直性肌病(myotonicmyopathies)系指受累骨骼肌肉在收缩后不易放松，连续收缩后减轻或消失，寒冷能使症状加重为特征的一组肌肉疾病。包括强直性症、和副肌强直症等。多数强直性肌病均为一种遗传性疾病。强直性症为常染色体显性遗传。亦为常染色体显性遗传。",肌肉肥大
心理科,"
	秽语癖是性心理障碍的一种类型。“秽语癖”：指只要异性在场，就大作猥谈，以看到异性的厌憎、回避、局促不安为乐。有的青年学生则喜听人作秽谈，以此满足自己的性心理需求。秽语癖患者的满口脏话是以异性为其特定对象，以性意念发泄为目的的。",喜讲秽语
其他综合,"
	胁体表部位非功能所示，非脏腑所在，但人体是一个统一的整体，体表部位通过经络与内在的脏腑相联系。系胁部由于或淤血而体积增大。
	感染或一般局限在某原发部位，但可能向对侧或由一个间隙向另一间隙播散。少数情况亦可沿筋膜平面或穿透膜向远处扩散，如深部骨盆腹膜下；肠系膜根部;股、髋、前腹壁、背及胁皮下组织;膈下、纵膈及胸腔;甚至形成弥漫性后腹膜感染，引起并致坏死。",胁部肿胀
